,model,n,method,split,recall_macro,precision_macro,f1_macro,recall_c1,precision_c1,f1_c1
24,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test,0.8096073269844055,0.8809123039245605,0.8421540260314941,0.9437291622161865,0.9784076809883118,0.9607555866241455
25,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test_ext,0.7971510887145996,0.6859437823295593,0.731070876121521,0.8430195450782776,0.8142140507698059,0.8283664584159851
26,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test,0.8091313242912292,0.8830507397651672,0.8426922559738159,0.9441078305244446,0.977418839931488,0.9604746103286743
27,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test_ext,0.7976263761520386,0.6874620914459229,0.7323718070983887,0.8445778489112854,0.813180685043335,0.8285819292068481
28,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test,0.8136343955993652,0.876591682434082,0.8426874876022339,0.9442592859268188,0.9768863320350647,0.9602957367897034
29,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test_ext,0.80313640832901,0.6835365891456604,0.7316692471504211,0.844981849193573,0.8115853667259216,0.8279469609260559
30,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test,0.8106046319007874,0.881928563117981,0.8430019617080688,0.944789469242096,0.974609375,0.9594677686691284
31,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test_ext,0.8040940761566162,0.6913732886314392,0.7372646331787109,0.8461185693740845,0.8104338049888611,0.8278918266296387
32,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test,0.8093763589859009,0.8856351971626282,0.84378981590271,0.9443350434303284,0.9771177768707275,0.9604467749595642
33,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test_ext,0.8026314973831177,0.6945843696594238,0.7388264536857605,0.8441119194030762,0.8139200806617737,0.8287410736083984
34,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test,0.8142521381378174,0.874672532081604,0.8422287702560425,0.9444864988327026,0.9763563871383667,0.960157036781311
35,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test_ext,0.8083938360214233,0.6886090040206909,0.7367380261421204,0.8427932858467102,0.8123791217803955,0.8273067474365234
36,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test,0.8113653659820557,0.8790103197097778,0.8424010872840881,0.9437291622161865,0.9773333072662354,0.9602373242378235
37,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test_ext,0.8005267977714539,0.6779481172561646,0.7270513772964478,0.8322186470031738,0.7869122624397278,0.8089315891265869
38,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test,0.8093901872634888,0.8865193128585815,0.8441256880760193,0.9444108009338379,0.9762016534805298,0.9600431323051453
39,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test_ext,0.8003113865852356,0.6811951398849487,0.7295868396759033,0.8364059329032898,0.7853437662124634,0.8100709915161133
40,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test,0.8160064220428467,0.8740245699882507,0.8430083394050598,0.9449409246444702,0.9759092926979065,0.9601754546165466
41,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test_ext,0.8068052530288696,0.6736235618591309,0.7263227105140686,0.8339633345603943,0.78326416015625,0.8078190684318542
42,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test,0.8126807808876038,0.8812267184257507,0.8440812826156616,0.9441835880279541,0.9776505827903748,0.9606256484985352
43,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test_ext,0.7931115627288818,0.6737124919891357,0.7211117744445801,0.8234707117080688,0.7883880138397217,0.8055475950241089
44,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test,0.810141921043396,0.8861100673675537,0.8443629741668701,0.945168137550354,0.9758386015892029,0.9602585434913635
45,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test_ext,0.7930690050125122,0.676497757434845,0.723407506942749,0.8294587135314941,0.786824107170105,0.8075791001319885
46,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test,0.8170275688171387,0.8754390478134155,0.8441548347473145,0.9452438950538635,0.9759930968284607,0.9603724479675293
47,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test_ext,0.7993098497390747,0.6674284934997559,0.7189075946807861,0.8249383568763733,0.7836270332336426,0.8037522435188293
48,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test,0.8109340071678162,0.8849178552627563,0.8443371057510376,0.9453195929527283,0.975918710231781,0.9603754878044128
49,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test_ext,0.7910845875740051,0.6682029962539673,0.7164954543113708,0.8191032409667969,0.7765969634056091,0.797283947467804
50,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test,0.8101828694343567,0.8873064517974854,0.844862163066864,0.9453195929527283,0.9761476516723633,0.9604862928390503
51,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test_ext,0.7899236679077148,0.6703976988792419,0.717849612236023,0.8202957510948181,0.7777275443077087,0.7984446883201599
52,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test,0.8183223605155945,0.8725944757461548,0.8436564207077026,0.9459254741668701,0.9753240942955017,0.960399866104126
53,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test_ext,0.7993882298469543,0.6580615043640137,0.7119593620300293,0.8166587352752686,0.7717489004135132,0.7935689687728882
54,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test,0.8112096786499023,0.8862167000770569,0.8449913859367371,0.9456982612609863,0.9742529392242432,0.9597632884979248
55,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test_ext,0.7860910296440125,0.6757267117500305,0.7199387550354004,0.8095238208770752,0.7674943804740906,0.7879490256309509
56,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test,0.8097343444824219,0.8890694379806519,0.8453308939933777,0.9450166821479797,0.9765221476554871,0.9605111479759216
57,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test_ext,0.7838629484176636,0.6805002689361572,0.7218164205551147,0.8068986535072327,0.7754179835319519,0.7908451557159424
58,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test,0.8186434507369995,0.8714362978935242,0.8433610200881958,0.9456982612609863,0.9754706621170044,0.9603537917137146
59,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test_ext,0.7968138456344604,0.6634790301322937,0.7149018049240112,0.8067765831947327,0.7654657363891602,0.7855784296989441
60,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test,0.8106957077980042,0.88519686460495,0.8443814516067505,0.9450923800468445,0.9769062399864197,0.9607360363006592
61,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test_ext,0.7814604043960571,0.6770075559616089,0.7187317609786987,0.8044968843460083,0.774684727191925,0.7893094420433044
62,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test,0.8103194832801819,0.8876391649246216,0.8451257348060608,0.9458497166633606,0.9764660000801086,0.9609140753746033
63,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test_ext,0.7801401019096375,0.6826996803283691,0.721871018409729,0.8087590336799622,0.7808790802955627,0.7945745587348938
64,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test,0.8182113170623779,0.8720793724060059,0.8433948755264282,0.9454710483551025,0.9757698774337769,0.9603815674781799
65,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test_ext,0.789704442024231,0.6630457043647766,0.7120981812477112,0.8032614588737488,0.7676958441734314,0.7850760817527771
66,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test,0.8123244047164917,0.8858621120452881,0.8454725742340088,0.9456225633621216,0.9746311902999878,0.9599077701568604
67,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test_ext,0.778690755367279,0.6691953539848328,0.7127777338027954,0.8000386953353882,0.7616446614265442,0.7803696990013123
68,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test,0.8103080987930298,0.8899191617965698,0.8458675742149353,0.9460769295692444,0.9763951897621155,0.9609969854354858
69,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test_ext,0.7764937877655029,0.6771211624145508,0.7172478437423706,0.8021014928817749,0.7711806893348694,0.7863371968269348
70,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test,0.8188515901565552,0.8714240789413452,0.8434453010559082,0.9457740187644958,0.9757774472236633,0.9605414867401123
71,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test_ext,0.7885412573814392,0.6579745411872864,0.7083868980407715,0.7962354421615601,0.7583497166633606,0.7768309116363525
72,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,mix,test,0.8075135350227356,0.8867208957672119,0.8434838652610779,0.9389578700065613,0.9837340116500854,0.9608246088027954
73,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,mix,test_ext,0.7826987504959106,0.7052618861198425,0.7355793714523315,0.810854434967041,0.8491101264953613,0.8295414447784424
74,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,active,test,0.807273268699646,0.8881136775016785,0.8439157009124756,0.9387307167053223,0.984198808670044,0.9609271883964539
75,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,active,test_ext,0.7813895344734192,0.7065587639808655,0.7359153032302856,0.8103358745574951,0.850619912147522,0.8299893736839294
76,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,random,test,0.8078875541687012,0.8870935440063477,0.8438093662261963,0.9397152662277222,0.9831233620643616,0.9609293341636658
77,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,random,test_ext,0.7840055823326111,0.7047349214553833,0.7358596920967102,0.8123523592948914,0.8467451333999634,0.8291922807693481
78,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,mix,test,0.8080437183380127,0.8863279819488525,0.8435256481170654,0.9411541819572449,0.9808982610702515,0.960615336894989
79,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,mix,test_ext,0.7901512384414673,0.7034756541252136,0.7385975122451782,0.8345722556114197,0.8397583365440369,0.8371572494506836
80,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,active,test,0.808351993560791,0.8868348598480225,0.843937873840332,0.9408512711524963,0.9819777011871338,0.9609746932983398
81,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,active,test_ext,0.7901339530944824,0.7039647102355957,0.7387807369232178,0.8334858417510986,0.8413761258125305,0.8374123573303223
82,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,random,test,0.8084200620651245,0.8850409388542175,0.8432216644287109,0.9411541819572449,0.980743408203125,0.9605410695075989
83,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,random,test_ext,0.7931218147277832,0.7030601501464844,0.739229142665863,0.8333142995834351,0.8399423360824585,0.8366152048110962
84,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,mix,test,0.8088288307189941,0.8830499649047852,0.8426399827003479,0.94206303358078,0.9797574281692505,0.9605405330657959
85,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,mix,test_ext,0.7933056354522705,0.693557620048523,0.7343573570251465,0.8350120186805725,0.8196730613708496,0.8272714614868164
86,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,active,test,0.8084315061569214,0.8850774168968201,0.8432161808013916,0.9419872760772705,0.9793700575828552,0.9603149890899658
87,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,active,test_ext,0.7923259139060974,0.6943256855010986,0.7345598340034485,0.8359848856925964,0.8197990655899048,0.827812910079956
88,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,random,test,0.8098581433296204,0.8824445009231567,0.8429465889930725,0.9424417018890381,0.9784557223320007,0.9601110816001892
89,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,random,test_ext,0.7965304255485535,0.6923110485076904,0.734626054763794,0.835584282875061,0.8184416890144348,0.8269241452217102
90,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,mix,test,0.8104841709136963,0.8823798894882202,0.8431996703147888,0.9435019493103027,0.9760262966156006,0.9594886302947998
91,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,mix,test_ext,0.804482102394104,0.6851724982261658,0.7336876392364502,0.847377359867096,0.7989304065704346,0.822441041469574
92,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test,0.8097951412200928,0.8816713690757751,0.842465877532959,0.9445622563362122,0.9743750095367432,0.9592370390892029
93,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test_ext,0.8029142618179321,0.6836189031600952,0.7323256731033325,0.8515291213989258,0.7966954708099365,0.8232002258300781
94,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test,0.8113284707069397,0.8811894655227661,0.8431805968284607,0.9438806176185608,0.9751956462860107,0.959282636642456
95,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test_ext,0.8074331283569336,0.6837925910949707,0.7337551116943359,0.8484299182891846,0.7984700798988342,0.8226922154426575
96,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test,0.8102090358734131,0.8838794231414795,0.8436751365661621,0.9431232810020447,0.9770123958587646,0.9597687721252441
97,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test_ext,0.7965318560600281,0.6826356649398804,0.728466808795929,0.8411149978637695,0.8083643317222595,0.8244145512580872
98,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test,0.8095179200172424,0.884221076965332,0.8433554172515869,0.9441835880279541,0.9752033948898315,0.9594427943229675
99,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test_ext,0.7954246997833252,0.6831993460655212,0.7287293672561646,0.8453280925750732,0.8068194389343262,0.8256250023841858
100,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test,0.8135611414909363,0.8808317184448242,0.8443057537078857,0.9442592859268188,0.974747896194458,0.959261417388916
101,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test_ext,0.8020546436309814,0.6806061267852783,0.7290819883346558,0.842961847782135,0.8054927587509155,0.8238014578819275
102,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test,0.8105130195617676,0.8831536173820496,0.8434816598892212,0.9444108009338379,0.9740665555000305,0.9590094685554504
103,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test_ext,0.8027680516242981,0.6896376609802246,0.7355788946151733,0.8437679409980774,0.8061017394065857,0.8245049118995667
104,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test,0.809700608253479,0.8885456323623657,0.8450495600700378,0.9449409246444702,0.9736246466636658,0.9590683579444885
105,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test_ext,0.7998189926147461,0.6902943253517151,0.7352172136306763,0.8475518822669983,0.8069763779640198,0.8267666101455688
106,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test,0.8149494528770447,0.878427267074585,0.8440735340118408,0.9445622563362122,0.973690390586853,0.9589051604270935
107,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test_ext,0.8089169263839722,0.6859216094017029,0.7351268529891968,0.8425639271736145,0.8044227957725525,0.8230516910552979
108,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test,0.8125301599502563,0.8826102018356323,0.8443911075592041,0.9441835880279541,0.9740604758262634,0.958889365196228
109,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test_ext,0.803516685962677,0.675891101360321,0.7271053194999695,0.8359988331794739,0.7783312797546387,0.8061350584030151
110,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test,0.810164749622345,0.8887755274772644,0.8453236818313599,0.9468342661857605,0.9723129272460938,0.959404468536377
111,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test_ext,0.7993183135986328,0.6769823431968689,0.7267560958862305,0.8421052694320679,0.7768240571022034,0.8081484436988831
112,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test,0.8168865442276001,0.8775410652160645,0.8447684049606323,0.9455468058586121,0.972730815410614,0.958946168422699
113,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test_ext,0.8087855577468872,0.67235267162323,0.726325511932373,0.8365222215652466,0.7749582529067993,0.8045642971992493
114,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test,0.8134163618087769,0.8839203715324402,0.8454174995422363,0.9447137117385864,0.9738464951515198,0.959058940410614
115,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test_ext,0.797194242477417,0.670237123966217,0.720211386680603,0.8271104693412781,0.7801650166511536,0.8029521703720093
116,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test,0.810339629650116,0.8893412351608276,0.8456770777702332,0.9467585682868958,0.9729161858558655,0.9596591591835022
117,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test_ext,0.7941227555274963,0.6745302677154541,0.7225987911224365,0.8331572413444519,0.7797373533248901,0.8055626749992371
118,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test,0.8198099136352539,0.8765386343002319,0.8459903001785278,0.9459254741668701,0.9726656675338745,0.9591092467308044
119,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test_ext,0.8034930229187012,0.6662147641181946,0.7196323871612549,0.8291652202606201,0.7749369144439697,0.8011344075202942
120,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test,0.8127641677856445,0.888412594795227,0.8467299938201904,0.9478945732116699,0.9724941849708557,0.9600368142127991
121,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test_ext,0.7968543767929077,0.666411280632019,0.7176523208618164,0.8258407115936279,0.7683048844337463,0.7960344552993774
122,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test,0.8112379312515259,0.8901227712631226,0.8464269638061523,0.9488791227340698,0.9712402820587158,0.9599295258522034
123,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test_ext,0.7934702634811401,0.6673649549484253,0.717519998550415,0.8307297825813293,0.7680816054344177,0.7981782555580139
124,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test,0.8205621242523193,0.8758240342140198,0.8460646867752075,0.9466828107833862,0.9724599123001099,0.9593982696533203
125,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test_ext,0.8019021153450012,0.6581847667694092,0.7129558324813843,0.8199976086616516,0.7642678618431091,0.7911525368690491
126,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test,0.8119171857833862,0.8913970589637756,0.847411036491394,0.9467585682868958,0.9726133942604065,0.9595118165016174
127,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test_ext,0.7870526313781738,0.6734851002693176,0.7187018394470215,0.8148962259292603,0.7655425667762756,0.7894487977027893
128,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test,0.8105878233909607,0.8933236002922058,0.8473130464553833,0.9477431178092957,0.9727166891098022,0.9600675106048584
129,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test_ext,0.7850545644760132,0.6800258755683899,0.7223697900772095,0.8178876638412476,0.7697213292121887,0.793073832988739
130,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test,0.8215373158454895,0.8741018772125244,0.8458340764045715,0.9468342661857605,0.9720861315727234,0.9592940807342529
131,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test_ext,0.7986366748809814,0.6643946170806885,0.7158803939819336,0.8095238208770752,0.7613688707351685,0.7847082614898682
132,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test,0.8126751184463501,0.8886457085609436,0.8468407392501831,0.9475159049034119,0.9732399582862854,0.9602056741714478
133,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test_ext,0.7849642038345337,0.6764324903488159,0.7196568250656128,0.8117240071296692,0.770371675491333,0.790507435798645
134,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test,0.8104963302612305,0.8935838937759399,0.8473702669143677,0.9481217861175537,0.9730296730995178,0.9604142904281616
135,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test_ext,0.7784613370895386,0.6815348863601685,0.7208963632583618,0.8176539540290833,0.7730086445808411,0.794704794883728
136,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test,0.8231664896011353,0.8750002980232239,0.8471264839172363,0.9472886919975281,0.9727795720100403,0.9598649144172668
137,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test_ext,0.7943482398986816,0.6660692691802979,0.7155798673629761,0.8083266615867615,0.7652631402015686,0.7862056493759155
138,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test,0.812852680683136,0.8918627500534058,0.8480548858642578,0.948273241519928,0.9711471199989319,0.9595739245414734
139,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test_ext,0.7775989770889282,0.6652435064315796,0.7099642753601074,0.8109972476959229,0.7580285668373108,0.7836188077926636
140,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test,0.812171220779419,0.8944713473320007,0.8486263155937195,0.9495607614517212,0.9720886945724487,0.9606926441192627
141,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test_ext,0.7755297422409058,0.6730886101722717,0.7145909070968628,0.8164120316505432,0.7644253969192505,0.7895638942718506
142,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test,0.8231410384178162,0.8731490969657898,0.8463277816772461,0.9479703307151794,0.9720431566238403,0.959855854511261
143,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test_ext,0.7927188873291016,0.6573829650878906,0.7090963125228882,0.8039708733558655,0.7533220648765564,0.7778227925300598
144,bert_2_v1,150,mix,test,0.7776132822036743,0.9263728857040405,0.8331337571144104,0.9454710483551025,0.981986939907074,0.9633830785751343
145,bert_2_v1,150,mix,test_ext,0.716449499130249,0.7395921349525452,0.7275689244270325,0.8328627943992615,0.8417865037918091,0.8373008966445923
146,bert_2_v1,150,active,test,0.7748942971229553,0.9277359247207642,0.8316605091094971,0.9446380138397217,0.9832098484039307,0.9635380506515503
147,bert_2_v1,150,active,test_ext,0.713697075843811,0.7445770502090454,0.728460431098938,0.8296940922737122,0.8481653928756714,0.8388280272483826
148,bert_2_v1,150,random,test,0.779653012752533,0.9224938750267029,0.8343665599822998,0.9450166821479797,0.9812062382698059,0.962771475315094
149,bert_2_v1,150,random,test_ext,0.7181462049484253,0.7325922250747681,0.7249809503555298,0.8361467719078064,0.8354729413986206,0.8358097076416016
