,model,n,method,split,recall_macro,precision_macro,f1_macro,recall_c1,precision_c1,f1_c1
11,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,random,test_ext,0.7942780256271362,0.7060272693634033,0.7422025203704834,0.8384606838226318,0.8448375463485718,0.8416370153427124
12,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,mix,test,0.8089122176170349,0.8876244425773621,0.8444187641143799,0.9423659443855286,0.9814639687538147,0.9615176320075989
13,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,mix,test_ext,0.7948729395866394,0.6966105103492737,0.7371869683265686,0.8382740020751953,0.8248676657676697,0.8315168023109436
14,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,active,test,0.8081983327865601,0.8842377662658691,0.8426576852798462,0.9428203701972961,0.9807767868041992,0.9614241123199463
15,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,active,test_ext,0.7955937385559082,0.6964442729949951,0.7374731302261353,0.8407347798347473,0.8231174349784851,0.8318328261375427
16,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,random,test,0.8112073540687561,0.8858570456504822,0.8451340198516846,0.9427446126937866,0.9798488616943359,0.9609386920928955
17,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,random,test_ext,0.7959599494934082,0.6942518949508667,0.7360695600509644,0.8397619128227234,0.8236416578292847,0.8316236734390259
18,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,mix,test,0.809449315071106,0.8800861835479736,0.8417192697525024,0.9438806176185608,0.9771069884300232,0.9602065086364746
19,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,mix,test_ext,0.803911030292511,0.6875980496406555,0.7353410124778748,0.8509443998336792,0.8035783171653748,0.8265833854675293
20,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test,0.8094324469566345,0.88148033618927,0.8422542214393616,0.943804919719696,0.9772584438323975,0.9602404236793518
21,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test_ext,0.804674506187439,0.6886763572692871,0.7363901734352112,0.8517045974731445,0.803541898727417,0.8269225358963013
22,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test,0.8117756247520447,0.8815527558326721,0.8436528444290161,0.9435777068138123,0.9777132272720337,0.9603422284126282
23,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test_ext,0.8060482740402222,0.6876261234283447,0.7361130118370056,0.8503011465072632,0.8046149015426636,0.8268274068832397
24,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test,0.8098148107528687,0.8847121000289917,0.8438200950622559,0.9429718255996704,0.9808570742607117,0.9615414142608643
25,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test_ext,0.7966101169586182,0.6884979605674744,0.7324831485748291,0.8411727547645569,0.8174425363540649,0.8291378617286682
26,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test,0.809203028678894,0.8834050893783569,0.8428391218185425,0.9444108009338379,0.9768134355545044,0.960338830947876
27,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test_ext,0.7982462644577026,0.686730146408081,0.7322098016738892,0.8466554880142212,0.8114835619926453,0.8286964893341064
28,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test,0.8131884932518005,0.8789256811141968,0.8433888554573059,0.9439563751220703,0.9777219891548157,0.9605425596237183
29,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test_ext,0.8021531105041504,0.6840837001800537,0.7316370010375977,0.8438275456428528,0.812458336353302,0.8278458714485168
30,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test,0.8103002309799194,0.882085919380188,0.8429725766181946,0.9442592859268188,0.9773457646369934,0.9605177044868469
31,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test_ext,0.8028163909912109,0.6922831535339355,0.7372740507125854,0.8421052694320679,0.8142358064651489,0.827936053276062
32,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test,0.8091886639595032,0.8851293921470642,0.8435066342353821,0.9443350434303284,0.9772709608078003,0.9605207443237305
33,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test_ext,0.8025208711624146,0.6946542263031006,0.73879474401474,0.8441119194030762,0.8145955801010132,0.8290911316871643
34,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test,0.8136692047119141,0.8753216862678528,0.8421679735183716,0.9444108009338379,0.976660430431366,0.9602649211883545
35,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test_ext,0.8077139258384705,0.6887802481651306,0.7366484999656677,0.8428505659103394,0.8125690817832947,0.8274328708648682
36,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test,0.8103350400924683,0.8819543123245239,0.842927098274231,0.9444108009338379,0.9768134355545044,0.960338830947876
37,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test_ext,0.7993853092193604,0.6785624027252197,0.727291464805603,0.8327420949935913,0.7847747206687927,0.8080471754074097
38,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test,0.8097379207611084,0.8855665326118469,0.8438828587532043,0.9450923800468445,0.9746173024177551,0.9596278071403503
39,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test_ext,0.8006503582000732,0.6802685856819153,0.7291839122772217,0.8383250832557678,0.7833813428878784,0.809922456741333
40,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test,0.8161428570747375,0.8754326105117798,0.8436691761016846,0.9447137117385864,0.9763619303703308,0.9602771401405334
41,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test_ext,0.807199239730835,0.6743122339248657,0.7269472479820251,0.8333236575126648,0.7835192680358887,0.8076543807983398
42,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test,0.8109681606292725,0.8818528652191162,0.8431876301765442,0.9447137117385864,0.9756746292114258,0.9599446058273315
43,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test_ext,0.7939050793647766,0.6732085943222046,0.7212411165237427,0.8262885808944702,0.7853476405143738,0.8052980899810791
44,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test,0.8101270794868469,0.886631429195404,0.8445883393287659,0.9450923800468445,0.976371169090271,0.9604771733283997
45,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test_ext,0.7925909757614136,0.6773698329925537,0.7238489985466003,0.8279910683631897,0.7872292995452881,0.8070958256721497
46,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test,0.8169349431991577,0.8742766976356506,0.8436419367790222,0.9448651671409607,0.9764420390129089,0.9603941440582275
47,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test_ext,0.799528181552887,0.6680212020874023,0.7193946838378906,0.8243513107299805,0.7840312719345093,0.8036859035491943
48,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test,0.8107643127441406,0.885811448097229,0.8445847034454346,0.9453953504562378,0.975920557975769,0.9604154825210571
49,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test_ext,0.7902735471725464,0.6663855910301208,0.7150431871414185,0.8179107904434204,0.7748969197273254,0.7958230376243591
50,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test,0.8108355402946472,0.8853956460952759,0.8444632887840271,0.9464555978775024,0.9748810529708862,0.9604580402374268
51,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test_ext,0.7921318411827087,0.6695859432220459,0.7181949615478516,0.8253040909767151,0.7761579155921936,0.7999768853187561
52,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test,0.8180042505264282,0.8718045949935913,0.8431814312934875,0.9453953504562378,0.975767970085144,0.9603415727615356
53,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test_ext,0.7985140085220337,0.657887876033783,0.7114468812942505,0.81504887342453,0.7722727656364441,0.793084442615509
54,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test,0.8113855719566345,0.8859977126121521,0.8450122475624084,0.9456225633621216,0.9756211638450623,0.960387647151947
55,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test_ext,0.7860559821128845,0.6745693683624268,0.7189972996711731,0.8078144192695618,0.7686319947242737,0.7877362966537476
56,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test,0.8099589347839355,0.8873931169509888,0.8448209762573242,0.945168137550354,0.976373016834259,0.9605172276496887
57,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test_ext,0.7839550971984863,0.6804735064506531,0.7218827605247498,0.8083028197288513,0.7754480242729187,0.7915346622467041
58,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test,0.8182532787322998,0.8723804950714111,0.8435565233230591,0.9456225633621216,0.9762314558029175,0.9606832265853882
59,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test_ext,0.7946072816848755,0.6637791991233826,0.7142133712768555,0.8050671815872192,0.7666860222816467,0.7854079604148865
60,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test,0.8123241662979126,0.8853886723518372,0.8453999161720276,0.944789469242096,0.977664589881897,0.9609459042549133
61,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test_ext,0.783007025718689,0.6791427135467529,0.7205274701118469,0.8043115735054016,0.7771411538124084,0.7904929518699646
62,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test,0.8095170855522156,0.8893349170684814,0.8452188372612,0.9459254741668701,0.9766205549240112,0.961027979850769
63,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test_ext,0.7798457145690918,0.6832152605056763,0.7221419811248779,0.8096238374710083,0.7809688448905945,0.7950382232666016
64,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test,0.8186260461807251,0.8719089031219482,0.8435426354408264,0.9456225633621216,0.9756211638450623,0.960387647151947
65,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test_ext,0.7904883027076721,0.6638613343238831,0.7130607962608337,0.8037556409835815,0.7679414749145508,0.7854405045509338
66,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test,0.812128484249115,0.8857467174530029,0.8454208374023438,0.9455468058586121,0.9761532545089722,0.9606062769889832
67,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test_ext,0.7796646952629089,0.6727133989334106,0.7154359817504883,0.7988783717155457,0.7659456133842468,0.7820654511451721
68,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test,0.8099977970123291,0.8884543180465698,0.8451371192932129,0.9463798999786377,0.9751073122024536,0.9605288505554199
69,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test_ext,0.7769488096237183,0.6770930290222168,0.7174384593963623,0.8044865727424622,0.7708938121795654,0.7873320579528809
70,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test,0.8187007308006287,0.8718932867050171,0.8435736894607544,0.9459254741668701,0.9755526185035706,0.9605106115341187
71,256_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test_ext,0.7879585027694702,0.6577538251876831,0.7080711722373962,0.7966222167015076,0.7577411532402039,0.7766953706741333
72,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,mix,test,0.8077406883239746,0.8864492177963257,0.8435279130935669,0.9391093850135803,0.9837366342544556,0.960905134677887
73,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,mix,test_ext,0.7831605672836304,0.7050168514251709,0.7354704141616821,0.8107967972755432,0.8492034673690796,0.8295558094978333
74,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,active,test,0.80727219581604,0.887395441532135,0.843639612197876,0.9387307167053223,0.9841206669807434,0.9608899354934692
75,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,active,test_ext,0.7814955711364746,0.7062665224075317,0.7357513308525085,0.8102782964706421,0.8504565358161926,0.8298813700675964
76,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,random,test,0.8078690767288208,0.8867543935775757,0.843685507774353,0.9396395087242126,0.9829662442207336,0.9608146548271179
77,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,150,random,test_ext,0.7840185165405273,0.7043242454528809,0.7355431318283081,0.8124099969863892,0.8467034697532654,0.8292022943496704
78,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,mix,test,0.8081269860267639,0.8864938020706177,0.8436675667762756,0.9406998157501221,0.9822854995727539,0.9610430002212524
79,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,mix,test_ext,0.7900493144989014,0.7049095630645752,0.7392936944961548,0.8322278261184692,0.8427818417549133,0.837471604347229
80,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,active,test,0.8079596757888794,0.8869985938072205,0.8438018560409546,0.9400181770324707,0.9827395081520081,0.9609042406082153
81,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,active,test_ext,0.789682149887085,0.7054070234298706,0.7393879294395447,0.831312894821167,0.843565046787262,0.8373941779136658
82,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,random,test,0.8088327050209045,0.8849884271621704,0.8434295654296875,0.9413056373596191,0.980359673500061,0.9604358077049255
83,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,250,random,test_ext,0.7938520908355713,0.7030256390571594,0.7395278215408325,0.8338289260864258,0.8396384119987488,0.8367235660552979
84,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,mix,test,0.8084284067153931,0.8822460770606995,0.8420913219451904,0.9419872760772705,0.9794471859931946,0.9603520631790161
85,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,mix,test_ext,0.7931815385818481,0.6928590536117554,0.7337621450424194,0.8351836800575256,0.8197494745254517,0.8273946046829224
86,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,active,test,0.8084667921066284,0.8841307163238525,0.8428573608398438,0.9421387314796448,0.9791420698165894,0.9602840542793274
87,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,active,test_ext,0.7923985123634338,0.6937698125839233,0.734223484992981,0.8367860913276672,0.8195269703865051,0.8280665874481201
88,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,random,test,0.8100637197494507,0.882408857345581,0.8430447578430176,0.9425173997879028,0.9782267212867737,0.9600400924682617
89,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,350,random,test_ext,0.7966580986976624,0.6923902630805969,0.7347573041915894,0.8360993266105652,0.8183040022850037,0.8271059989929199
90,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,mix,test,0.8101474046707153,0.8816802501678467,0.8426605463027954,0.9444864988327026,0.97346031665802,0.9587545394897461
91,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,mix,test_ext,0.8041727542877197,0.6832547187805176,0.7324271202087402,0.8507105112075806,0.795668363571167,0.8222693204879761
92,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test,0.8098284006118774,0.8830686211585999,0.843007504940033,0.9447137117385864,0.9736185073852539,0.9589483141899109
93,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,active,test_ext,0.8029900789260864,0.6834261417388916,0.7322588562965393,0.8523477911949158,0.7962851524353027,0.8233632445335388
94,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test,0.8110686540603638,0.881721556186676,0.8432773351669312,0.9435777068138123,0.9758753180503845,0.9594547748565674
95,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,450,random,test_ext,0.8073103427886963,0.6843031644821167,0.734019935131073,0.8479036092758179,0.7992944121360779,0.822881817817688
96,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test,0.8108522295951843,0.8830295205116272,0.843720018863678,0.9426689147949219,0.977615475654602,0.9598242044448853
97,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,mix,test_ext,0.7974425554275513,0.683983325958252,0.7296761870384216,0.8394990563392639,0.8099108934402466,0.8244395852088928
98,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test,0.8092043995857239,0.8846571445465088,0.8433841466903687,0.9436534643173218,0.9762595295906067,0.9596796035766602
99,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,active,test_ext,0.7944474220275879,0.6839262843132019,0.728748083114624,0.8438275456428528,0.8084153532981873,0.8257419466972351
100,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test,0.8139200806617737,0.8810470700263977,0.8446024656295776,0.9441835880279541,0.9746696949005127,0.959184467792511
101,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,550,random,test_ext,0.8026362657546997,0.6805287599563599,0.7292697429656982,0.8434235453605652,0.8050903677940369,0.8238112926483154
102,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test,0.8107554316520691,0.8835887312889099,0.8437279462814331,0.9446380138397217,0.9739965796470642,0.9590926766395569
103,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,mix,test_ext,0.8051413893699646,0.6885846257209778,0.7357914447784424,0.8454305529594421,0.8063210844993591,0.8254128098487854
104,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test,0.8091789484024048,0.8859145045280457,0.843809962272644,0.9443350434303284,0.9749022722244263,0.959375262260437
105,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,active,test_ext,0.7989670634269714,0.6903177499771118,0.7347618341445923,0.8445705771446228,0.8075763583183289,0.8256592750549316
106,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test,0.8150779008865356,0.8784518837928772,0.8441445827484131,0.9450923800468445,0.9730214476585388,0.9588536024093628
107,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,650,random,test_ext,0.809208869934082,0.6854785680770874,0.7349742650985718,0.8437679409980774,0.8035928606987,0.8231905102729797
108,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test,0.8108919262886047,0.8853842616081238,0.8445537090301514,0.9444108009338379,0.9743710160255432,0.9591569900512695
109,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,mix,test_ext,0.8011131286621094,0.6762686967849731,0.7265136241912842,0.8358243703842163,0.7782952189445496,0.8060346245765686
110,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test,0.810182511806488,0.8887683153152466,0.8453394174575806,0.9461526870727539,0.9722179174423218,0.9590082168579102
111,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,active,test_ext,0.7979462146759033,0.6766917705535889,0.7260608673095703,0.8408257961273193,0.7766437530517578,0.8074613809585571
112,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test,0.8168660402297974,0.8774831891059875,0.8447297811508179,0.9454710483551025,0.9725013375282288,0.9587957262992859
113,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,750,random,test_ext,0.8091453313827515,0.6718242168426514,0.7260768413543701,0.8370456695556641,0.7743584513664246,0.8044826984405518
114,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test,0.8128490447998047,0.8841187953948975,0.8451509475708008,0.9452438950538635,0.971813440322876,0.9583445191383362
115,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,mix,test_ext,0.7994685173034668,0.6711314916610718,0.721953809261322,0.8311612010002136,0.7771008014678955,0.8032224178314209
116,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test,0.8102813959121704,0.8903583288192749,0.8460195064544678,0.9472886919975281,0.9724770784378052,0.9597176313400269
117,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,active,test_ext,0.7935453057289124,0.6737099885940552,0.7219516038894653,0.8345074653625488,0.7789468169212341,0.8057704567909241
118,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test,0.8200144171714783,0.876264214515686,0.8459724187850952,0.9460012316703796,0.9722135663032532,0.9589282870292664
119,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,850,random,test_ext,0.8038433790206909,0.6656782627105713,0.719364583492279,0.8291652202606201,0.7740874886512756,0.8006802797317505
120,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test,0.8118356466293335,0.8881571292877197,0.8460802435874939,0.9479703307151794,0.971892237663269,0.9597822427749634
121,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,mix,test_ext,0.7951037287712097,0.6650030612945557,0.7162694931030273,0.8281660079956055,0.7667255401611328,0.7962623238563538
122,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test,0.8111228942871094,0.890210747718811,0.8463889360427856,0.9491820931434631,0.9708730578422546,0.9599050283432007
123,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,active,test_ext,0.7938440442085266,0.6678884625434875,0.7180068492889404,0.8307893872261047,0.7680520415306091,0.7981898188591003
124,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test,0.8206751346588135,0.8745989799499512,0.8456459045410156,0.9463798999786377,0.9726784229278564,0.9593489766120911
125,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,950,random,test_ext,0.8021574020385742,0.6583510041236877,0.713104784488678,0.8195206522941589,0.7649710774421692,0.7913068532943726
126,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test,0.8130546808242798,0.887607991695404,0.8465605974197388,0.9483489990234375,0.9705471992492676,0.9593197107315063
127,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,mix,test_ext,0.7898797988891602,0.6720393300056458,0.7188171148300171,0.8170940279960632,0.7631428837776184,0.7891975045204163
128,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test,0.8095768690109253,0.8927534222602844,0.8465582132339478,0.9474401473999023,0.9739198088645935,0.9604974985122681
129,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,active,test_ext,0.7852276563644409,0.6793538928031921,0.7217860221862793,0.8155066967010498,0.7704464197158813,0.7923364639282227
130,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test,0.8217648267745972,0.8738600611686707,0.8458856344223022,0.9469857811927795,0.9721660614013672,0.9594107270240784
131,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1050,random,test_ext,0.7991558313369751,0.6655194163322449,0.7169666886329651,0.8110500574111938,0.7623228430747986,0.7859318852424622
132,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test,0.8125402927398682,0.8903195858001709,0.8473809957504272,0.9464555978775024,0.9742730259895325,0.960162878036499
133,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,mix,test_ext,0.7817424535751343,0.6778726577758789,0.7193984985351562,0.8091914057731628,0.7708149552345276,0.7895371317863464
134,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test,0.8102877140045166,0.8933442831039429,0.8471473455429077,0.9480460286140442,0.9729519486427307,0.9603375792503357
135,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,active,test_ext,0.7790337204933167,0.6810150146484375,0.7207835912704468,0.8174068927764893,0.7725494503974915,0.7943453788757324
136,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test,0.8224270939826965,0.874008059501648,0.8463095426559448,0.9473644495010376,0.9724792242050171,0.9597575664520264
137,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1150,random,test_ext,0.794437050819397,0.6660306453704834,0.7155893445014954,0.8092532157897949,0.7647985816001892,0.78639817237854
138,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test,0.8139898777008057,0.8901828527450562,0.8481411933898926,0.948273241519928,0.9722028374671936,0.9600889682769775
139,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,mix,test_ext,0.7799577713012695,0.6672313809394836,0.711877703666687,0.8100947737693787,0.7602080702781677,0.7843589782714844
140,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test,0.81098473072052,0.893535315990448,0.8476191759109497,0.9485762119293213,0.9726644158363342,0.9604693055152893
141,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,active,test_ext,0.7737829685211182,0.6723665595054626,0.7132887840270996,0.813188910484314,0.7638047933578491,0.7877236008644104
142,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test,0.8228003978729248,0.8738651871681213,0.8464391231536865,0.9473644495010376,0.971723735332489,0.9593895077705383
143,512_hidden_dim_6000_vocab_size_1_layer_lstm.pt,1250,random,test_ext,0.7924672365188599,0.6571282744407654,0.708808183670044,0.8040353059768677,0.7537011504173279,0.7780550122261047
144,bert_2_v1,150,mix,test,0.7701795101165771,0.9253518581390381,0.8271796703338623,0.9444864988327026,0.9827423095703125,0.9632347226142883
145,bert_2_v1,150,mix,test_ext,0.7127624154090881,0.7408487796783447,0.726176381111145,0.8330356478691101,0.8428937792778015,0.837935745716095
146,bert_2_v1,150,active,test,0.7750580310821533,0.927703857421875,0.8317147493362427,0.9453195929527283,0.982215940952301,0.9634146094322205
147,bert_2_v1,150,active,test_ext,0.7141913771629333,0.7427425384521484,0.7278064489364624,0.8333237171173096,0.8425467610359192,0.8379098773002625
148,bert_2_v1,150,random,test,0.7757260799407959,0.9258304834365845,0.8324368000030518,0.945168137550354,0.9822131395339966,0.9633346199989319
149,bert_2_v1,150,random,test_ext,0.7132973670959473,0.7390786409378052,0.7253609299659729,0.8355130553245544,0.8377816081047058,0.836645781993866
