,model,n,method,split,recall_macro,precision_macro,f1_macro,recall_c1,precision_c1,f1_c1
150,bert_2_v1,250,mix,test,0.7765477895736694,0.9239866733551025,0.8318105936050415,0.9467585682868958,0.9819338917732239,0.9640254378318787
151,bert_2_v1,250,mix,test_ext,0.7272081971168518,0.7489389181137085,0.7373941540718079,0.8572735786437988,0.844572126865387,0.8508754372596741
152,bert_2_v1,250,active,test,0.7712974548339844,0.9297040104866028,0.828121542930603,0.9485762119293213,0.978515625,0.9633133411407471
153,bert_2_v1,250,active,test_ext,0.7214142680168152,0.7528369426727295,0.7353686094284058,0.866422712802887,0.835004985332489,0.8504237532615662
154,bert_2_v1,250,random,test,0.7909480333328247,0.9179975986480713,0.8422732949256897,0.9477431178092957,0.9802600741386414,0.9637273550033569
155,bert_2_v1,250,random,test_ext,0.7410622835159302,0.7459522485733032,0.7432219386100769,0.8623627424240112,0.8334346413612366,0.8476519584655762
156,bert_2_v1,350,mix,test,0.7769354581832886,0.9235063791275024,0.8319715261459351,0.9498636722564697,0.9792317152023315,0.9643241763114929
157,bert_2_v1,350,mix,test_ext,0.7342360615730286,0.7537907361984253,0.7429636716842651,0.8685475587844849,0.8203340172767639,0.8437526226043701
158,bert_2_v1,350,active,test,0.7719331383705139,0.9271050691604614,0.827936589717865,0.951908528804779,0.9769918322563171,0.9642871022224426
159,bert_2_v1,350,active,test_ext,0.7262288331985474,0.7532073259353638,0.7373135089874268,0.8774178624153137,0.816226601600647,0.8457168340682983
160,bert_2_v1,350,random,test,0.7983658313751221,0.9177008271217346,0.8472121953964233,0.9468342661857605,0.9832481145858765,0.9646977186203003
161,bert_2_v1,350,random,test_ext,0.7423378825187683,0.7515608072280884,0.7466766834259033,0.8579604029655457,0.8360939025878906,0.8468860387802124
162,bert_2_v1,450,mix,test,0.7809309959411621,0.923470675945282,0.8349546790122986,0.9530445337295532,0.9761849641799927,0.9644759297370911
163,bert_2_v1,450,mix,test_ext,0.7386211156845093,0.7597624063491821,0.7469239234924316,0.8842757940292358,0.8028243780136108,0.8415839076042175
164,bert_2_v1,450,active,test,0.7723342180252075,0.9291947484016418,0.8297449350357056,0.951378345489502,0.9798752069473267,0.9654165506362915
165,bert_2_v1,450,active,test_ext,0.7248028516769409,0.7731548547744751,0.744795024394989,0.8784281611442566,0.8227626085281372,0.8496846556663513
166,bert_2_v1,450,random,test,0.8073946833610535,0.9179178476333618,0.8539137244224548,0.9496364593505859,0.980298638343811,0.9647240042686462
167,bert_2_v1,450,random,test_ext,0.7534930109977722,0.7486058473587036,0.7505583167076111,0.8760306239128113,0.8101341128349304,0.8417947292327881
168,bert_2_v1,550,mix,test,0.7951919436454773,0.9215887784957886,0.8464479446411133,0.9481975436210632,0.9852061867713928,0.9663476347923279
169,bert_2_v1,550,mix,test_ext,0.7408941388130188,0.7949178814888,0.7661784291267395,0.8542159795761108,0.9022249579429626,0.8775643110275269
170,bert_2_v1,550,active,test,0.7728018760681152,0.9303109645843506,0.8311161994934082,0.9511511921882629,0.9811718463897705,0.965928316116333
171,bert_2_v1,550,active,test_ext,0.7176609039306641,0.803335428237915,0.7546112537384033,0.8698562979698181,0.8897809982299805,0.8797058463096619
172,bert_2_v1,550,random,test,0.7996268272399902,0.9200580716133118,0.8482071161270142,0.9497122168540955,0.9811438918113708,0.9651722311973572
173,bert_2_v1,550,random,test_ext,0.7399275302886963,0.769078254699707,0.752821683883667,0.8678362965583801,0.8305899500846863,0.8488047122955322
174,bert_2_v1,650,mix,test,0.7954723834991455,0.9189881682395935,0.8459553718566895,0.951378345489502,0.9822503924369812,0.9665679335594177
175,bert_2_v1,650,mix,test_ext,0.7426456809043884,0.800857663154602,0.7692966461181641,0.8664144277572632,0.8881574869155884,0.8771512508392334
176,bert_2_v1,650,active,test,0.7762201428413391,0.9311849474906921,0.8335450887680054,0.9509239792823792,0.9833189845085144,0.9668501615524292
177,bert_2_v1,650,active,test_ext,0.7235050201416016,0.8182503581047058,0.7640054225921631,0.8648664355278015,0.9010273814201355,0.8825766444206238
178,bert_2_v1,650,random,test,0.8205162286758423,0.9186314940452576,0.8622739315032959,0.9512268900871277,0.9792608618736267,0.9650403261184692
179,bert_2_v1,650,random,test_ext,0.7617142200469971,0.7613381147384644,0.7612323760986328,0.8704277276992798,0.8210924863815308,0.8450406193733215
180,bert_2_v1,750,mix,test,0.7827388048171997,0.9268025159835815,0.8379342555999756,0.9497122168540955,0.9839924573898315,0.966548502445221
181,bert_2_v1,750,mix,test_ext,0.7294433116912842,0.8055259585380554,0.7629303932189941,0.855423092842102,0.875431478023529,0.8653116226196289
182,bert_2_v1,750,active,test,0.7806861400604248,0.9303892850875854,0.8367084264755249,0.951378345489502,0.9835577607154846,0.967200517654419
183,bert_2_v1,750,active,test_ext,0.7348280549049377,0.8206799030303955,0.7726128697395325,0.8561791181564331,0.9047443270683289,0.8797920346260071
184,bert_2_v1,750,random,test,0.811135470867157,0.9158441424369812,0.8555753231048584,0.9484246969223022,0.983121395111084,0.9654614329338074
185,bert_2_v1,750,random,test_ext,0.750436544418335,0.7605862021446228,0.7549536824226379,0.853969156742096,0.8089466691017151,0.8308484554290771
186,bert_2_v1,850,mix,test,0.8016936779022217,0.9203059673309326,0.8505263328552246,0.9513026475906372,0.982479453086853,0.9666397571563721
187,bert_2_v1,850,mix,test_ext,0.7497737407684326,0.8095732927322388,0.7774112820625305,0.8532934188842773,0.8856324553489685,0.8691622018814087
188,bert_2_v1,850,active,test,0.784417986869812,0.9264538288116455,0.8382552862167358,0.9527416229248047,0.9815855026245117,0.9669485092163086
189,bert_2_v1,850,active,test_ext,0.7412291765213013,0.813159704208374,0.7735481262207031,0.8578137755393982,0.8960568904876709,0.8765184283256531
190,bert_2_v1,850,random,test,0.8220305442810059,0.9138659238815308,0.8619357347488403,0.950393795967102,0.981540858745575,0.9657162427902222
191,bert_2_v1,850,random,test_ext,0.7517545223236084,0.7576532959938049,0.7541272640228271,0.8502407073974609,0.803718090057373,0.8263251185417175
192,bert_2_v1,950,mix,test,0.8015539646148682,0.9231745600700378,0.8513170480728149,0.9527416229248047,0.9823520183563232,0.9673202633857727
193,bert_2_v1,950,mix,test_ext,0.7401769757270813,0.789299488067627,0.762358546257019,0.8480801582336426,0.831035315990448,0.8394712209701538
194,bert_2_v1,950,active,test,0.7837826609611511,0.9283243417739868,0.8379820585250854,0.9509239792823792,0.9846298694610596,0.9674834609031677
195,bert_2_v1,950,active,test_ext,0.7440530061721802,0.8078746795654297,0.7735675573348999,0.8442642688751221,0.9126063585281372,0.8771060705184937
196,bert_2_v1,950,random,test,0.8298901319503784,0.9157317280769348,0.8679491281509399,0.9494092464447021,0.9840646982192993,0.9664263725280762
197,bert_2_v1,950,random,test_ext,0.7533069849014282,0.7421706318855286,0.7472441792488098,0.8345456719398499,0.8007895350456238,0.8173192143440247
198,bert_2_v1,1050,mix,test,0.8051577806472778,0.9183588624000549,0.8519274592399597,0.9518327713012695,0.9815682768821716,0.9664718508720398
199,bert_2_v1,1050,mix,test_ext,0.742297887802124,0.8025084733963013,0.7691361904144287,0.8343101143836975,0.8278911709785461,0.8310882449150085
200,bert_2_v1,1050,active,test,0.7848670482635498,0.9283558130264282,0.8381973505020142,0.9509996771812439,0.9851717948913574,0.9677842259407043
201,bert_2_v1,1050,active,test_ext,0.7426848411560059,0.8328652381896973,0.7827069759368896,0.8318681120872498,0.929277777671814,0.8778790831565857
202,bert_2_v1,1050,random,test,0.8272386789321899,0.9109739661216736,0.8635590076446533,0.9537261724472046,0.9774138331413269,0.9654247164726257
203,bert_2_v1,1050,random,test_ext,0.7583317756652832,0.7385913133621216,0.7480362057685852,0.8471916913986206,0.7745590806007385,0.8092488646507263
204,bert_2_v1,1150,mix,test,0.8105189800262451,0.9207772016525269,0.857058584690094,0.9509239792823792,0.9842439293861389,0.9672970771789551
205,bert_2_v1,1150,mix,test_ext,0.7461889982223511,0.8272297978401184,0.7830582857131958,0.8296374082565308,0.9092816710472107,0.8676356673240662
206,bert_2_v1,1150,active,test,0.7871241569519043,0.9326356649398804,0.8417970538139343,0.951378345489502,0.9856414198875427,0.9682068824768066
207,bert_2_v1,1150,active,test_ext,0.7294228076934814,0.8499544262886047,0.7810457944869995,0.8273519277572632,0.9292999505996704,0.8753676414489746
208,bert_2_v1,1150,random,test,0.8313405513763428,0.9129156470298767,0.8675152063369751,0.9487276673316956,0.9834353923797607,0.9657697677612305
209,bert_2_v1,1150,random,test_ext,0.754905641078949,0.7483346462249756,0.7512811422348022,0.8193217515945435,0.8024198412895203,0.8107827305793762
210,bert_2_v1,1250,mix,test,0.8090869188308716,0.9220290184020996,0.855441689491272,0.9547107219696045,0.9811643958091736,0.9677568078041077
211,bert_2_v1,1250,mix,test_ext,0.738726019859314,0.8236989974975586,0.7764712572097778,0.840907633304596,0.8791615962982178,0.8596092462539673
212,bert_2_v1,1250,active,test,0.7838841080665588,0.9317846298217773,0.8389616012573242,0.9520599842071533,0.985419750213623,0.9684526920318604
213,bert_2_v1,1250,active,test_ext,0.7263031005859375,0.8498247265815735,0.778823971748352,0.825952410697937,0.9247257709503174,0.8725526928901672
214,bert_2_v1,1250,random,test,0.839219331741333,0.9105888605117798,0.8715682625770569,0.9494092464447021,0.9841419458389282,0.9664636254310608
215,bert_2_v1,1250,random,test_ext,0.7571222186088562,0.7478439807891846,0.7519566416740417,0.8167343735694885,0.7957543134689331,0.8061078190803528
216,bert_4_v1,150,mix,test,0.7943062782287598,0.9172935485839844,0.8439671993255615,0.9488033652305603,0.9826653003692627,0.9654375314712524
217,bert_4_v1,150,mix,test_ext,0.7354974746704102,0.7420133352279663,0.7386794686317444,0.848188042640686,0.8419788479804993,0.8450720310211182
218,bert_4_v1,150,active,test,0.7838840484619141,0.9235194325447083,0.837429404258728,0.9477431178092957,0.9852767586708069,0.9661455154418945
219,bert_4_v1,150,active,test_ext,0.7290139198303223,0.7510986328125,0.7394974827766418,0.8414472341537476,0.8521997928619385,0.8467893600463867
220,bert_4_v1,150,random,test,0.8056068420410156,0.918859601020813,0.85297030210495,0.9485004544258118,0.9819664359092712,0.9649433493614197
221,bert_4_v1,150,random,test_ext,0.7488517761230469,0.744845986366272,0.746685802936554,0.8398916721343994,0.8439761400222778,0.8419289588928223
222,bert_4_v1,250,mix,test,0.7987052202224731,0.9157230854034424,0.8464033603668213,0.9489548802375793,0.9841344356536865,0.9662245512008667
223,bert_4_v1,250,mix,test_ext,0.7513186931610107,0.7517558336257935,0.7514393329620361,0.8657937049865723,0.8555687665939331,0.8606508374214172
224,bert_4_v1,250,active,test,0.7793716192245483,0.9300010204315186,0.8338404297828674,0.9525901079177856,0.9805878400802612,0.9663862586021423
225,bert_4_v1,250,active,test_ext,0.7290064096450806,0.7523465752601624,0.7383885383605957,0.8804894685745239,0.8410530686378479,0.8603196144104004
226,bert_4_v1,250,random,test,0.826400637626648,0.9099729061126709,0.8638675212860107,0.9503180980682373,0.9813091158866882,0.965565025806427
227,bert_4_v1,250,random,test_ext,0.7733021974563599,0.7455066442489624,0.7589425444602966,0.8671660423278809,0.8393756747245789,0.8530445694923401
228,bert_4_v1,350,mix,test,0.7898305654525757,0.915561318397522,0.8395167589187622,0.951908528804779,0.9817230105400085,0.9665859341621399
229,bert_4_v1,350,mix,test_ext,0.7407243251800537,0.7393028736114502,0.7396472692489624,0.8740414381027222,0.8329970240592957,0.8530257940292358
230,bert_4_v1,350,active,test,0.7724491357803345,0.9285855293273926,0.8259714245796204,0.9550893902778625,0.9777485132217407,0.9662861227989197
231,bert_4_v1,350,active,test_ext,0.7227166891098022,0.7484023571014404,0.7308147549629211,0.887032151222229,0.8216708898544312,0.8531014323234558
232,bert_4_v1,350,random,test,0.8252018094062805,0.9113465547561646,0.863050103187561,0.9509239792823792,0.9817812442779541,0.9661062359809875
233,bert_4_v1,350,random,test_ext,0.7667204141616821,0.7467876076698303,0.7563474178314209,0.8679752945899963,0.8316609263420105,0.8494301438331604
234,bert_4_v1,450,mix,test,0.7938597202301025,0.9258878231048584,0.8454357385635376,0.9544077515602112,0.9795569181442261,0.9668188095092773
235,bert_4_v1,450,mix,test_ext,0.7475797533988953,0.7531523704528809,0.7484786510467529,0.889363169670105,0.8157146573066711,0.8509483337402344
236,bert_4_v1,450,active,test,0.7751420736312866,0.9291428923606873,0.8297004699707031,0.9564526081085205,0.9777038097381592,0.9669614434242249
237,bert_4_v1,450,active,test_ext,0.7334803342819214,0.7534264326095581,0.7394024133682251,0.8973744511604309,0.8099862933158875,0.8514439463615417
238,bert_4_v1,450,random,test,0.8276948928833008,0.9191677570343018,0.8674455881118774,0.9522871971130371,0.9821903109550476,0.9670076370239258
239,bert_4_v1,450,random,test_ext,0.7731969356536865,0.7540077567100525,0.7625789642333984,0.8795976638793945,0.8144458532333374,0.845768928527832
240,bert_4_v1,550,mix,test,0.8121489882469177,0.9223995208740234,0.8585481643676758,0.9516055583953857,0.9849494099617004,0.9679904580116272
241,bert_4_v1,550,mix,test_ext,0.7437893152236938,0.7809094190597534,0.7612745761871338,0.8689329028129578,0.9031251668930054,0.8856991529464722
242,bert_4_v1,550,active,test,0.7882281541824341,0.9284399747848511,0.8419927358627319,0.9543319940567017,0.9800886511802673,0.9670388698577881
243,bert_4_v1,550,active,test_ext,0.7349313497543335,0.7816227674484253,0.7562171220779419,0.8838229179382324,0.8911259770393372,0.8874594569206238
244,bert_4_v1,550,random,test,0.8450589776039124,0.9138181805610657,0.8766435980796814,0.9525144100189209,0.9810452461242676,0.9665693044662476
245,bert_4_v1,550,random,test_ext,0.7775970697402954,0.7496450543403625,0.7632061243057251,0.8773590326309204,0.8216853141784668,0.8486100435256958
246,bert_4_v1,650,mix,test,0.8380744457244873,0.9271876811981201,0.8777015805244446,0.9544835090637207,0.9837639331817627,0.9689025282859802
247,bert_4_v1,650,mix,test_ext,0.7746275663375854,0.7832393646240234,0.7788529396057129,0.8793716430664062,0.8770083785057068,0.87818843126297
248,bert_4_v1,650,active,test,0.7993267774581909,0.9348850250244141,0.852394700050354,0.9549378752708435,0.983771562576294,0.9691402912139893
249,bert_4_v1,650,active,test_ext,0.7496439218521118,0.8055678606033325,0.7751521468162537,0.8804609775543213,0.9064990282058716,0.8932902812957764
250,bert_4_v1,650,random,test,0.845162034034729,0.9135751724243164,0.8760975003242493,0.9527416229248047,0.9836578369140625,0.9679529070854187
251,bert_4_v1,650,random,test_ext,0.7800647020339966,0.7542043328285217,0.7665510177612305,0.8724343776702881,0.8321211934089661,0.8518010377883911
252,bert_4_v1,750,mix,test,0.8262914419174194,0.9238446950912476,0.8686608672142029,0.954634964466095,0.983766496181488,0.9689818024635315
253,bert_4_v1,750,mix,test_ext,0.7673393487930298,0.7836447954177856,0.7749268412590027,0.8751381039619446,0.8628935217857361,0.868972659111023
254,bert_4_v1,750,active,test,0.7984702587127686,0.9376040697097778,0.8528455495834351,0.9544835090637207,0.984917163848877,0.9694615602493286
255,bert_4_v1,750,active,test_ext,0.744098424911499,0.8242256045341492,0.778910219669342,0.8725792169570923,0.9074634313583374,0.889679491519928
256,bert_4_v1,750,random,test,0.8564410209655762,0.9106242060661316,0.881981611251831,0.9525144100189209,0.9850407242774963,0.9685045480728149
257,bert_4_v1,750,random,test_ext,0.7851544618606567,0.7429143190383911,0.7629756927490234,0.8598429560661316,0.8079234957695007,0.8330751061439514
258,bert_4_v1,850,mix,test,0.8396594524383545,0.9177504777908325,0.8748725652694702,0.9530445337295532,0.9858978390693665,0.9691928625106812
259,bert_4_v1,850,mix,test_ext,0.7726556062698364,0.7903028726577759,0.781251847743988,0.8618645071983337,0.9107320308685303,0.8856246471405029
260,bert_4_v1,850,active,test,0.8007235527038574,0.9363815784454346,0.8541989326477051,0.954634964466095,0.9869245290756226,0.970511257648468
261,bert_4_v1,850,active,test_ext,0.7480449676513672,0.8340945243835449,0.7856491804122925,0.8646823763847351,0.9225228428840637,0.8926666378974915
262,bert_4_v1,850,random,test,0.8565735220909119,0.9144578576087952,0.8837158679962158,0.9530445337295532,0.984047532081604,0.9682979583740234
263,bert_4_v1,850,random,test_ext,0.7818453311920166,0.7394677996635437,0.7596633434295654,0.8586943745613098,0.8043000102043152,0.8306075930595398
264,bert_4_v1,950,mix,test,0.8466013073921204,0.9246060848236084,0.8817570209503174,0.9542562961578369,0.9867648482322693,0.9702383279800415
265,bert_4_v1,950,mix,test_ext,0.7744003534317017,0.7642250061035156,0.7692090272903442,0.8585737943649292,0.8335745334625244,0.8458895087242126
266,bert_4_v1,950,active,test,0.8081542253494263,0.939048707485199,0.8608273267745972,0.9542562961578369,0.9869194030761719,0.9703130125999451
267,bert_4_v1,950,active,test_ext,0.7519649863243103,0.8100662231445312,0.7789376974105835,0.8650131225585938,0.9105629920959473,0.8872038125991821
268,bert_4_v1,950,random,test,0.8647545576095581,0.9121415019035339,0.8871701955795288,0.9534989595413208,0.9855957627296448,0.9692816734313965
269,bert_4_v1,950,random,test_ext,0.7823203206062317,0.7276356816291809,0.7532779574394226,0.8497495651245117,0.7940717339515686,0.8209677338600159
270,bert_4_v1,1050,mix,test,0.8412988185882568,0.9310929775238037,0.880945086479187,0.9534989595413208,0.9862133860588074,0.9695802927017212
271,bert_4_v1,1050,mix,test_ext,0.7584907412528992,0.8203207850456238,0.7863224744796753,0.8396825194358826,0.8565201163291931,0.8480177521705627
272,bert_4_v1,1050,active,test,0.815178632736206,0.932526707649231,0.8631749749183655,0.9580430388450623,0.9815332293510437,0.9696458578109741
273,bert_4_v1,1050,active,test_ext,0.7600551247596741,0.8310822248458862,0.7915079593658447,0.8719780445098877,0.9137611389160156,0.8923807144165039
274,bert_4_v1,1050,random,test,0.869042158126831,0.9102161526679993,0.8888352513313293,0.9526658654212952,0.9864335060119629,0.9692556858062744
275,bert_4_v1,1050,random,test_ext,0.7799235582351685,0.7309744358062744,0.7538906335830688,0.8393162488937378,0.8010254502296448,0.8197239637374878
276,bert_4_v1,1150,mix,test,0.8552567958831787,0.922444224357605,0.8861944675445557,0.9563010931015015,0.9864073395729065,0.9711209535598755
277,bert_4_v1,1150,mix,test_ext,0.7687410712242126,0.8195412158966064,0.7928884625434875,0.8545926213264465,0.9196357131004333,0.8859219551086426
278,bert_4_v1,1150,active,test,0.8107340931892395,0.9362179636955261,0.8616166114807129,0.9544835090637207,0.9874637722969055,0.9706935882568359
279,bert_4_v1,1150,active,test_ext,0.7394191026687622,0.866694450378418,0.7932437062263489,0.8488479852676392,0.946092963218689,0.8948362469673157
280,bert_4_v1,1150,random,test,0.8635812997817993,0.9185000061988831,0.8894566297531128,0.9527416229248047,0.9877512454986572,0.9699305891990662
281,bert_4_v1,1150,random,test_ext,0.7678208351135254,0.7477083802223206,0.7575251460075378,0.8343319296836853,0.8046586513519287,0.8192266821861267
282,bert_4_v1,1250,mix,test,0.8368850350379944,0.9405791163444519,0.8810132145881653,0.9555437564849854,0.9876320958137512,0.9713230133056641
283,bert_4_v1,1250,mix,test_ext,0.7441381812095642,0.8625028133392334,0.7940526604652405,0.8458067178726196,0.9169753193855286,0.8799543976783752
284,bert_4_v1,1250,active,test,0.8136426210403442,0.9363735914230347,0.8630423545837402,0.9558467268943787,0.987481415271759,0.9714065790176392
285,bert_4_v1,1250,active,test_ext,0.7444310188293457,0.8795227408409119,0.7989435195922852,0.8539934158325195,0.9388420581817627,0.8944099545478821
286,bert_4_v1,1250,random,test,0.8703031539916992,0.9147825837135315,0.8915243744850159,0.9575128555297852,0.9828202724456787,0.9700015187263489
287,bert_4_v1,1250,random,test_ext,0.7691011428833008,0.7270603775978088,0.7471517324447632,0.846064567565918,0.7752052545547485,0.8090864419937134
